0,q_no,response_no,q_text,q_responses,Q_weighting,indicator,output_name ,type (F/B),Rough Percent contribution ,Dependancies,checked,,
238,OF17,OF17,Geological Faults,Binary (0/1),binary,SFTS,Faults2,Function,5,,1,,
239,F15,F15_1,Percent Bare Ground,"Little or no (<5%) bare ground is visible between erect stems or under canopy anywhere in the vegetated AA. Ground is extensively blanketed by dense thatch, moss, lichens, graminoids with great stem densities, or plants with ground-hugging foliage. ",3,WS,Gcover1,Function,7,,1,,
240,F15,F15_2,Percent Bare Ground,"Ground that is more than 5% bare between erect stems or under canopy is visible in places, but those areas comprise < 5% of the unflooded parts of the AA.",3,WS,Gcover1,Function,7,,1,,
241,F15,F15_3,Percent Bare Ground,Ground that is more than 5% bare between erect stems or under canopy comprises > 5% of the unflooded parts of the AA.,1,WS,Gcover1,Function,7,,1,,
242,F15,F15_4,Percent Bare Ground,Other conditions.,0,WS,Gcover1,Function,7,,1,,
243,F17,F17_1,Soil SurfaceTexture,"Loamy: soils that may contain a little fine grit and do not make a ""ribbon"" longer than 2 cm when moistened, rolled, squeezed, and extended between thumb and forefinger.",1,WS,SoilText1,Function,2,,1,,
244,F17,F17_2,Soil SurfaceTexture,"Fines: includes silt, clay, silt, soils that make a ribbon longer than 2 cm when moistened, rolled, squeezed, and extended between thumb and forefinger.",0,WS,SoilText1,Function,2,,1,,
245,F17,F17_3,Soil SurfaceTexture,"Peat, to 40 cm depth or greater.",2,WS,SoilText1,Function,2,,1,,
246,F17,F17_4,Soil SurfaceTexture,Peat or decomposed organic <40 cm deep. ,3,WS,SoilText1,Function,2,,1,,
247,F17,F17_5,Soil SurfaceTexture,"Coarse: includes sand, loamy sand, gravel, cobble, soils that do not make a ribbon when moistened, rolled, squeezed, and extended between thumb and forefinger.",4,WS,SoilText1,Function,2,,1,,
248,F18,F18_1,Microtopography ,"Few or none (minimal microtopography; <1% of the land has such features, or entire AA is always water-covered).",0,WS,Girreg1,Function,7,,1,,
249,F18,F18_2,Microtopography ,Intermediate.,1,WS,Girreg1,Function,7,,1,,
250,F18,F18_3,Microtopography ,"Several (extensive micro-topography, >25% of the land).",2,WS,Girreg1,Function,7,,1,,
251,F20,F20_1,Percent flooded only seasonally ,"None, or <0.01 hectare and <1% of the AA. ",0,WS,SeasPct1,Function,14,,1,,
252,F20,F20_2,Percent flooded only seasonally ,"1-20% of the AA, or <1% but >0.01 hectare",2,WS,SeasPct1,Function,14,,1,,
253,F20,F20_3,Percent flooded only seasonally ,20-50% of the AA.,3,WS,SeasPct1,Function,14,,1,,
254,F20,F20_4,Percent flooded only seasonally ,50-95% of the AA.,4,WS,SeasPct1,Function,14,,1,,
255,F20,F20_5,Percent flooded only seasonally ,>95% of the AA. ,5,WS,SeasPct1,Function,14,,1,,
256,F21,F21_1,Percent Persistent Surface water,"None, and the entire AA lacks surface water during most years (except for a few hours after storms, brief river flooding, or snowmelt).  ",4,WS,PermWpct1,Function,?,NeverWater,1,,
257,F21,F21_2,Percent Persistent Surface water,"None, but parts of the AA have surface water for >3 consecutive weeks during most years. ",5,WS,PermWpct1,Function,?,NeverWater,1,,
258,F21,F21_3,Percent Persistent Surface water,1-20% of the AA still contains surface water during driest times of a normal year.,3,WS,PermWpct1,Function,?,NeverWater,1,,
259,F21,F21_4,Percent Persistent Surface water,20-50% of the AA still contains surface water during driest times of a normal year.,2,WS,PermWpct1,Function,?,NeverWater,1,,
260,F21,F21_5,Percent Persistent Surface water,50-95% of the AA still contains surface water during driest times of a normal year.,1,WS,PermWpct1,Function,?,NeverWater,1,,
261,F21,F21_6,Percent Persistent Surface water,>95% of the AA. True for many fringe wetlands.,0,WS,PermWpct1,Function,?,NeverWater,1,,
262,F25,F25_1,Surface Water Fluctuation Range ,<10 cm change (stable or nearly so).,0,WS,Fluctu1,Function,14,"NeverWater, NoPersis",1,,
263,F25,F25_2,Surface Water Fluctuation Range ,10 cm - 50 cm change.,2,WS,Fluctu1,Function,14,"NeverWater, NoPersis",1,,
264,F25,F25_3,Surface Water Fluctuation Range ,0.5 - 1 m change.,3,WS,Fluctu1,Function,14,"NeverWater, NoPersis",1,,
265,F25,F25_4,Surface Water Fluctuation Range ,1-2 m change.,4,WS,Fluctu1,Function,14,"NeverWater, NoPersis",1,,
266,F25,F25_5,Surface Water Fluctuation Range ,>2 m change.,5,WS,Fluctu1,Function,14,"NeverWater, NoPersis",1,,
267,F27,F27_1,Ponded Water,"<1% of the water.  Nearly all the surface water is flowing when it is present.  Enter ""1"" and SKIP to F29 (Open Water Extent)",0,WS,PondPct1,Function,7,"NeverWater, NoPersis",1,,
268,F27,F27_2,Ponded Water,1-4% of the water. Most of the surface water is flowing when it is present. ,1,WS,PondPct1,Function,7,"NeverWater, NoPersis",1,,
269,F27,F27_3,Ponded Water,5-30% of the water. Most of the surface water is flowing when it is present. ,2,WS,PondPct1,Function,7,"NeverWater, NoPersis",1,,
270,F27,F27_4,Ponded Water,30-70% of the water. Most of the surface water is ponded when it is present.,3,WS,PondPct1,Function,7,"NeverWater, NoPersis",1,,
271,F27,F27_5,Ponded Water,70-95% of the water. Most of the surface water is ponded when it is present.,4,WS,PondPct1,Function,7,"NeverWater, NoPersis",1,,
272,F27,F27_6,Ponded Water,>95% of the water. Nearly all of the surface water is ponded when it is present. ,5,WS,PondPct1,Function,7,"NeverWater, NoPersis",1,,
273,F29 ,F29_1,Largest Deep Ponded Water (as acreage),"<0.01 hectare (about 10 x 10 m, or 100 m x 1 m), or none ",0,WS,OWareaWet1,Function,?,"NeverWater, NoPersis , NoPond",1,,
274,F29 ,F29_2,Largest Deep Ponded Water (as acreage),0.01 - 0.10 ha,1,WS,OWareaWet1,Function,?,"NeverWater, NoPersis , NoPond",1,,
275,F29 ,F29_3,Largest Deep Ponded Water (as acreage),0.10 - 1.00 ha,2,WS,OWareaWet1,Function,?,"NeverWater, NoPersis , NoPond",1,,
276,F29 ,F29_4,Largest Deep Ponded Water (as acreage),1 - 10 ha,3,WS,OWareaWet1,Function,?,"NeverWater, NoPersis , NoPond",1,,
277,F29 ,F29_5,Largest Deep Ponded Water (as acreage),10 - 100 ha,4,WS,OWareaWet1,Function,?,"NeverWater, NoPersis , NoPond",1,,
278,F29 ,F29_6,Largest Deep Ponded Water (as acreage),> 100 ha,5,WS,OWareaWet1,Function,?,"NeverWater, NoPersis , NoPond",1,,
279,F40,F40_1,Channel Connection and Outflow Duration,"Perennial (surface water flows out during the entire growing season, most years).",0,WS,OutDura1,Function,50,Outmap1,1,,
280,F40,F40_2,Channel Connection and Outflow Duration,"Seasonal (surface water flows out for >3 consecutive weeks but not for the entire growing season, most years).",2,WS,OutDura1,Function,50,Outmap1,1,,
281,F40,F40_3,Channel Connection and Outflow Duration,"Temporary (surface water flows out for <3 consecutive weeks, most years)",3,WS,OutDura1,Function,50,Outmap1,1,,
282,F40,F40_4,Channel Connection and Outflow Duration,"None -- but maps show a stream network downslope from the AA and within a distance that is less than the AA's longest dimension. Enter ""1"" and SKIP to F45 (pH Measure).",6,WS,OutDura1,Function,50,Outmap1,1,,
283,F40,F40_5,Channel Connection and Outflow Duration,"No surface water flows out of the wetland except possibly during extreme events (<once per 10 years). Or, water flows only into a wetland, ditch, or lake that lacks an outlet. . Enter ""1"" and SKIP to F45 (pH Measure).",6,WS,OutDura1,Function,50,Outmap1,1,,
284,F41,F41_1,Outflow Confinement and Artificial Drainage,"is exported more slowly because a substantial volume must pass through a pipe, culvert, narrowly breached dike, berm, beaver dam, or other partial obstruction (other than natural topography) that does not appear to drain the wetland artificially during most of the growing season.",3,WS,Constric1,Function,5,"NoOutlet, NoOutletX, reponse value",1,,
285,F41,F41_2,Outflow Confinement and Artificial Drainage,Leaves through natural exits (channels or diffuse outflow) or is otherwise unaffected by artificial or temporary features.,2,WS,Constric1,Function,5,"NoOutlet, NoOutletX, reponse value",1,,
286,F41,F41_3,Outflow Confinement and Artificial Drainage,"Is exported more quickly than usual due to ditches or pipes within the AA or connected to its outlet, or within 30 ft of the AA's edge, which drain the wetland artificially, or water is pumped out of the AA.",0,WS,Constric1,Function,5,"NoOutlet, NoOutletX, reponse value",1,,
287,F41,F41_4,Outflow Confinement and Artificial Drainage,Unknown because wetland outlet could not be viewed or its type inferred.,?,WS,Constric1,Function,5,"NoOutlet, NoOutletX, reponse value",1,,
288,F43,F43_1,Throughflow Resistance,"Does not bump into many plant stems as it travels through the AA. Nearly all the water continues to travel in unvegetated (often incised) channels that have minimal contact with wetland vegetation, or through a zone of open water such as an instream pond or lake.",0,WS,ThruFlo1,Function,5,"Inflow, NoOutlet, NoOutletX",1,,
289,F43,F43_2,Throughflow Resistance,Bumps into herbaceous vegetation but mostly remains in fairly straight channels or flow paths.,3,WS,ThruFlo1,Function,5,"Inflow, NoOutlet, NoOutletX",1,,
290,F43,F43_3,Throughflow Resistance,Bumps into herbaceous vegetation and mostly spreads throughout.,4,WS,ThruFlo1,Function,5,"Inflow, NoOutlet, NoOutletX",1,,
291,F43,F43_4,Throughflow Resistance,Bumps into tree trunks and/or shrub stems but mostly remains in fairly direct flow paths.,6,WS,ThruFlo1,Function,5,"Inflow, NoOutlet, NoOutletX",1,,
292,F43,F43_5,Throughflow Resistance,"Bumps into tree trunks and/or shrub stems and follows a fairly indirect path from entrance to exit, largely spreading into wooded parts of the AA.",8,WS,ThruFlo1,Function,5,"Inflow, NoOutlet, NoOutletX",1,,
293,F44,F44_1,Internal Gradient,<2% or the AA has no surface water outlet (not even seasonally).,5,WS,Gradient1,Function,7,"Inflow, NoOutlet, NoOutletX",1,,
294,F44,F44_2,Internal Gradient,2-5%.,3,WS,Gradient1,Function,7,"Inflow, NoOutlet, NoOutletX",1,,
295,F44,F44_3,Internal Gradient,6-10%.,2,WS,Gradient1,Function,7,"Inflow, NoOutlet, NoOutletX",1,,
296,F44,F44_4,Internal Gradient,>10%.,1,WS,Gradient1,Function,7,"Inflow, NoOutlet, NoOutletX",1,,
297,F47,F47_1,Groundwater Input Probability,"Springs are known to be present within the AA; or most of the AA was excavated below the usual water table level; or iron floc is extensive, or thermal and chemical properties of water strongly suggest substantial groundwater input.",0,WS,Groundw1,Function,2,,1,,
298,F47,F47_2,Groundwater Input Probability,"Most of the AA has a slope of >5%, or is very close to the base of a natural slope longer than the maximum dimension of the AA and much steeper than the slope of the AA, OR, if measured, surface water has pH >6.5 and conductivity of >300 µS/cm or TDS of >200 mg/L (ppm). Moss cover, if any, not dominated by Sphagnum. And not a hot spring. Common plants may include ones associated with fen wetlands, e.g., Menyanthes, Potentilla palustris, Equisetum fluviatile.",1,WS,Groundw1,Function,2,,1,,
299,F47,F47_3,Groundwater Input Probability,"Neither of above is true, although groundwater may discharge to or flow through the AA. Or groundwater influx is unknown.",3,WS,Groundw1,Function,2,,1,,
300,OF25,OF25_1,Local Climate Moisture Deficit,numeric,Numeric,WS,Dryness1,Benefit,7,,1,,
301,OF30,OF30_1,Road Density Within AA's Buffer,< 0.12 km/km2 ,0,WS,RdDens1,Benefit,7,,1,,
302,OF30,OF30_2,Road Density Within AA's Buffer,0.12 – 0.30 km/km2 ,1,WS,RdDens1,Benefit,7,,1,,
303,OF30,OF30_3,Road Density Within AA's Buffer,> 0.30 km/km2 ,2,WS,RdDens1,Benefit,7,,1,,
304,OF41,OF41_1,Disturbed Percentage in the WAU,<10%,0,WS,Disturb1,Benefit,7,NoCA,1,,
305,OF41,OF41_2,Disturbed Percentage in the WAU,10-20%,3,WS,Disturb1,Benefit,7,NoCA,1,,
306,OF41,OF41_3,Disturbed Percentage in the WAU,20-30%,4,WS,Disturb1,Benefit,7,NoCA,1,,
307,OF41,OF41_4,Disturbed Percentage in the WAU,30-40%,6,WS,Disturb1,Benefit,7,NoCA,1,,
308,OF41,OF41_5,Disturbed Percentage in the WAU,>40%,8,WS,Disturb1,Benefit,7,NoCA,1,,
309,OF42,OF42_1,Road Density in the WAU,<0.4 km/km2 ,0,WS,RdDensWAU1,Benefit,7,NoCA,1,,
310,OF42,OF42_2,Road Density in the WAU,0.4 – 1.2 km/km2 ,1,WS,RdDensWAU1,Benefit,7,NoCA,1,,
311,OF42,OF42_3,Road Density in the WAU,> 1.2 km/km2 ,2,WS,RdDensWAU1,Benefit,7,NoCA,1,,
312,F19,??,Percent Always WITHOUT Surface Water,"<1%. In other words, all or nearly all of the AA is covered by water permanently or at least seasonally.  ",0,WS,NeverWater,Function,100,,1,,
318,F40,??,Channel Connection and Outflow Duration,"Perennial (surface water flows out during the entire growing season, most years).",,WS,NoOutlet,Function,100,,1,,
,F27,??,Ponded Water ,response,response,WS,NoPond,Calculation,,,1,,
,F21,??,Percent with Persistent Surface Water ,response,response,WS,NoPersis,Calculation,,,1,,
,OF11,??,Wetland as a % of Its Contributing Area (Catchment),response,response,WS,NoCA,Calculation,,,1,,
,F40,??,Channel Connection & Outflow Duration,response,response,WS,NoOutletX,Calculation,,,1,,
,F42,??,Tributary Channel or Floodplain ,response,response,WS,Inflow,Calculation,,,1,,
323,F1,F1_1,Vegetation Height and Form Diversity ,coniferous (including tamarack) taller than 3 meters.,6,SFTS,WoodyPct2,Function,5,,1,,
324,F1,F1_2,Vegetation Height and Form Diversity ,deciduous taller than 3 m,4,SFTS,WoodyPct2,Function,5,,1,,
325,F1,F1_3,Vegetation Height and Form Diversity ,"coniferous or evergreen 1-3 m tall (e.g., stunted black spruce)",3,SFTS,WoodyPct2,Function,5,,1,,
326,F1,F1_4,Vegetation Height and Form Diversity ,deciduous 1-3 m tall ,2,SFTS,WoodyPct2,Function,5,,1,,
327,F1,F1_5,Vegetation Height and Form Diversity ,"coniferous or evergreen <1 m tall (e.g., many ericaceous shrub species)",1,SFTS,WoodyPct2,Function,5,,1,,
328,F1,F1_6,Vegetation Height and Form Diversity ,"deciduous <1 m tall (e.g., deciduous tree seedlings) ",0,SFTS,WoodyPct2,Function,5,,1,,
,F10,F10_1,Dense Moss Extent,<5% of the vegetated part of the AA. ,0,SFTS,Moss2,Function,,,1,,
,F10,F10_2,Dense Moss Extent,5-25% of the vegetated part of the AA.,2,SFTS,Moss2,Function,,,1,,
,F10,F10_3,Dense Moss Extent,25-50% of the vegetated part of the AA.,3,SFTS,Moss2,Function,,,1,,
,F10,F10_4,Dense Moss Extent,50-95% of the vegetated part of the AA.,4,SFTS,Moss2,Function,,,1,,
,F10,F10_5,Dense Moss Extent,>95% of the vegetated part of the AA.,5,SFTS,Moss2,Function,,,1,,
329,F15,F15_1,Percent Bare Ground,"Little or no (<5%) bare ground is visible between erect stems or under canopy anywhere in the vegetated AA. Ground is extensively blanketed by dense thatch, moss, lichens, graminoids with great stem densities, or plants with ground-hugging foliage. ",3,SFTS,Gcover2,Function,5,,1,,
330,F15,F15_2,Percent Bare Ground,"Ground that is more than 5% bare between erect stems or under canopy is visible in places, but those areas comprise < 5% of the unflooded parts of the AA.",2,SFTS,Gcover2,Function,5,,1,,
331,F15,F15_3,Percent Bare Ground,Ground that is more than 5% bare between erect stems or under canopy comprises > 5% of the unflooded parts of the AA.,0,SFTS,Gcover2,Function,5,,1,,
332,F15,F15_4,Percent Bare Ground,Other conditions.,0,SFTS,Gcover2,Function,5,,1,,
333,F17,F17_1,Soil SurfaceTexture,"Loamy: soils that may contain a little fine grit and do not make a ""ribbon"" longer than 2 cm when moistened, rolled, squeezed, and extended between thumb and forefinger.",3,SFTS,SoilText2,Function,5,,1,,
334,F17,F17_2,Soil SurfaceTexture,"Fines: includes silt, clay, silt, soils that make a ribbon longer than 2 cm when moistened, rolled, squeezed, and extended between thumb and forefinger.",0,SFTS,SoilText2,Function,5,,1,,
335,F17,F17_3,Soil SurfaceTexture,"Peat, to 40 cm depth or greater.",5,SFTS,SoilText2,Function,5,,1,,
336,F17,F17_4,Soil SurfaceTexture,Peat or decomposed organic <40 cm deep. ,4,SFTS,SoilText2,Function,5,,1,,
337,F17,F17_5,Soil SurfaceTexture,"Coarse: includes sand, loamy sand, gravel, cobble, soils that do not make a ribbon when moistened, rolled, squeezed, and extended between thumb and forefinger.",2,SFTS,SoilText2,Function,5,,1,,
338,F19,F19_1,Percent Always WITHOUT Surface Water,"<1%. In other words, all or nearly all of the AA is covered by water permanently or at least seasonally.  ",0,SFTS,AllDry2,Function,5,,1,,
339,F19,F19_2,Percent Always WITHOUT Surface Water,"1 to <25% of the AA,  or <1% but >0.01 hectare (e.g., 10 m x 10 m) never contains surface water.",1,SFTS,AllDry2,Function,5,,1,,
340,F19,F19_3,Percent Always WITHOUT Surface Water,25 to <50% of the AA never contains surface water.,2,SFTS,AllDry2,Function,5,,1,,
341,F19,F19_4,Percent Always WITHOUT Surface Water,50 to <75% of the AA never contains surface water.,3,SFTS,AllDry2,Function,5,,1,,
342,F19,F19_5,Percent Always WITHOUT Surface Water,"75 to <99% of the AA never contains surface water, or >99% AND there is at least one persistent or seasonal water body larger than 0.01 hectare (e.g., 10 m x 10 m) in the AA.",4,SFTS,AllDry2,Function,5,,1,,
343,F19,F19_6,Percent Always WITHOUT Surface Water,"99-100%. AND there is no persistent or seasonal water body larger than 0.01 hectare (~ 10 x 10 m) in the AA. Enter ""1"" and SKIP to F40 (Channel Network Connection).",5,SFTS,AllDry2,Function,5,,1,,
344,F24,F24_1,Percent Summertime Water that is shadded,"<5% of the water is shaded, or no surface water is present then.",0,SFTS,WoodyDryShade2,Function,5,NeverWater,1,,
345,F24,F24_2,Percent Summertime Water that is shadded,5-25% of the water is shaded.,1,SFTS,WoodyDryShade2,Function,5,NeverWater,1,,
346,F24,F24_3,Percent Summertime Water that is shadded,25-50% of the water is shaded.,2,SFTS,WoodyDryShade2,Function,5,NeverWater,1,,
347,F24,F24_4,Percent Summertime Water that is shadded,50-75% of the water is shaded.,4,SFTS,WoodyDryShade2,Function,5,NeverWater,1,,
348,F24,F24_5,Percent Summertime Water that is shadded,>75% of the water is shaded.,5,SFTS,WoodyDryShade2,Function,5,NeverWater,1,,
349,F26,F26_1,Predominant Depth Class,<10 cm deep (but >0).,0,SFTS,DepthDom2,Function,5,"NeverWater, No Persis",1,,
350,F26,F26_2,Predominant Depth Class,10 - 50 cm deep.,1,SFTS,DepthDom2,Function,5,"NeverWater, No Persis",1,,
351,F26,F26_3,Predominant Depth Class,0.5 - 1 m deep.,2,SFTS,DepthDom2,Function,5,"NeverWater, No Persis",1,,
352,F26,F26_4,Predominant Depth Class,1 - 2 m deep.,4,SFTS,DepthDom2,Function,5,"NeverWater, No Persis",1,,
353,F26,F26_5,Predominant Depth Class,>2 m deep. True for many fringe wetlands.,6,SFTS,DepthDom2,Function,5,"NeverWater, No Persis",1,,
354,F27,F27_1,Ponded Water,"<1% of the water.  Nearly all the surface water is flowing when it is present.  Enter ""1"" and SKIP to F29 (Open Water Extent)",5,SFTS,Ponded2,Function,5,"NeverWater, No Persis",1,,
355,F27,F27_2,Ponded Water,1-4% of the water. Most of the surface water is flowing when it is present. ,4,SFTS,Ponded2,Function,5,"NeverWater, No Persis",1,,
356,F27,F27_3,Ponded Water,5-30% of the water. Most of the surface water is flowing when it is present. ,3,SFTS,Ponded2,Function,5,"NeverWater, No Persis",1,,
357,F27,F27_4,Ponded Water,30-70% of the water. Most of the surface water is ponded when it is present.,2,SFTS,Ponded2,Function,5,"NeverWater, No Persis",1,,
358,F27,F27_5,Ponded Water,70-95% of the water. Most of the surface water is ponded when it is present.,1,SFTS,Ponded2,Function,5,"NeverWater, No Persis",1,,
359,F27,F27_6,Ponded Water,>95% of the water. Nearly all of the surface water is ponded when it is present. ,0,SFTS,Ponded2,Function,5,"NeverWater, No Persis",1,,
360,F31,F31_1,Open Water Extent,"none, or <0.01 hectare. Enter ""1"" and SKIP to F37 (Inundated Erect Vegetation).",8,SFTS,OpenW2,Function,5,"NeverWater, NoDeep, NoPersis",1,,
361,F31,F31_2,Open Water Extent,0.01 - 0.10 hectares ,4,SFTS,OpenW2,Function,5,"NeverWater, NoDeep, NoPersis",1,,
362,F31,F31_3,Open Water Extent,0.10 - 1.00 hectares,3,SFTS,OpenW2,Function,5,"NeverWater, NoDeep, NoPersis",1,,
363,F31,F31_4,Open Water Extent,1 - 10 hectares,2,SFTS,OpenW2,Function,5,"NeverWater, NoDeep, NoPersis",1,,
364,F31,F31_5,Open Water Extent,10 - 100 hectares,1,SFTS,OpenW2,Function,5,"NeverWater, NoDeep, NoPersis",1,,
365,F31,F31_6,Open Water Extent,> 100 hectares,0,SFTS,OpenW2,Function,5,"NeverWater, NoDeep, NoPersis",1,,
,F33,F33_1,Distance from Open Water to Upland (Vegetated Width),<1 m.,0,SFTS,Vwidth2,Function,,"NeverWater, NoDeep, NoPersis",1,,
,F33,F33_2,Distance from Open Water to Upland (Vegetated Width),1 - 9 m.,2,SFTS,Vwidth2,Function,,"NeverWater, NoDeep, NoPersis",1,,
