q_no,q_text,q_responses,Q_weighting,indicator,output_name ,type (F/B),Rough Percent contribution ,,,,,,,,,
F15,Percent Bare Ground,Other conditions.,?,PR,Gcover4,Function,5,,,,,,,,,
F17,Soil SurfaceTexture,"Loamy: soils that may contain a little fine grit and do not make a ""ribbon"" longer than 2 cm when moistened, rolled, squeezed, and extended between thumb and forefinger.",4,PR,SoilTex4,Function,5,,,,,,,,,
F17,Soil SurfaceTexture,"Fines: includes silt, clay, silt, soils that make a ribbon longer than 2 cm when moistened, rolled, squeezed, and extended between thumb and forefinger.",2,PR,SoilTex4,Function,5,,,,,,,,,
F17,Soil SurfaceTexture,"Peat, to 40 cm depth or greater.",3,PR,SoilTex4,Function,5,,,,,,,,,
F17,Soil SurfaceTexture,Peat or decomposed organic <40 cm deep. ,3,PR,SoilTex4,Function,5,,,,,,,,,
F17,Soil SurfaceTexture,"Coarse: includes sand, loamy sand, gravel, cobble, soils that do not make a ribbon when moistened, rolled, squeezed, and extended between thumb and forefinger.",0,PR,SoilTex4,Function,5,,,,,,,,,
F21,Percent Persistent Surface water,"None, and the entire AA lacks surface water during most years (except for a few hours after storms, brief river flooding, or snowmelt).  ",4,PR,PermW4,Function,5,,,,,,,,,
F21,Percent Persistent Surface water,"None, but parts of the AA have surface water for >3 consecutive weeks during most years. ",4,PR,PermW4,Function,5,,,,,,,,,
F21,Percent Persistent Surface water,1-20% of the AA still contains surface water during driest times of a normal year.,3,PR,PermW4,Function,5,,,,,,,,,
F21,Percent Persistent Surface water,20-50% of the AA still contains surface water during driest times of a normal year.,2,PR,PermW4,Function,5,,,,,,,,,
F21,Percent Persistent Surface water,50-95% of the AA still contains surface water during driest times of a normal year.,1,PR,PermW4,Function,5,,,,,,,,,
F21,Percent Persistent Surface water,>95% of the AA. True for many fringe wetlands.,0,PR,PermW4,Function,5,,,,,,,,,
F25,Surface Water Fluctuation Range ,<10 cm change (stable or nearly so).,5,PR,Fluctu4,Function,5,,,,,,,,,
F25,Surface Water Fluctuation Range ,10 cm - 50 cm change.,4,PR,Fluctu4,Function,5,,,,,,,,,
F25,Surface Water Fluctuation Range ,0.5 - 1 m change.,3,PR,Fluctu4,Function,5,,,,,,,,,
F25,Surface Water Fluctuation Range ,1-2 m change.,1,PR,Fluctu4,Function,5,,,,,,,,,
F25,Surface Water Fluctuation Range ,>2 m change.,0,PR,Fluctu4,Function,5,,,,,,,,,
F26,Predominant Depth Class,<10 cm deep (but >0).,1,PR,DepthDom4,Function,5,,,,,,,,,
F26,Predominant Depth Class,10 - 50 cm deep.,2,PR,DepthDom4,Function,5,,,,,,,,,
F26,Predominant Depth Class,0.5 - 1 m deep.,5,PR,DepthDom4,Function,5,,,,,,,,,
F26,Predominant Depth Class,1 - 2 m deep.,4,PR,DepthDom4,Function,5,,,,,,,,,
F26,Predominant Depth Class,>2 m deep. True for many fringe wetlands.,3,PR,DepthDom4,Function,5,,,,,,,,,
F27,Ponded Water,"<1% of the water.  Nearly all the surface water is flowing when it is present.  Enter ""1"" and SKIP to F29 (Open Water Extent)",0,PR,PondPct4,Function,5,,,,,,,,,
F27,Ponded Water,1-4% of the water. Most of the surface water is flowing when it is present. ,2,PR,PondPct4,Function,5,,,,,,,,,
F27,Ponded Water,5-30% of the water. Most of the surface water is flowing when it is present. ,3,PR,PondPct4,Function,5,,,,,,,,,
F27,Ponded Water,30-70% of the water. Most of the surface water is ponded when it is present.,4,PR,PondPct4,Function,5,,,,,,,,,
F27,Ponded Water,70-95% of the water. Most of the surface water is ponded when it is present.,5,PR,PondPct4,Function,5,,,,,,,,,
F27,Ponded Water,>95% of the water. Nearly all of the surface water is ponded when it is present. ,6,PR,PondPct4,Function,5,,,,,,,,,
F18,Microtopography ,"Few or none (minimal microtopography; <1% of the land has such features, or entire AA is always water-covered).",0,PR,Girreg4,Function,5,,,,,,,,,
F18,Microtopography ,Intermediate.,2,PR,Girreg4,Function,5,,,,,,,,,
F18,Microtopography ,"Several (extensive micro-topography, >25% of the land).",3,PR,Girreg4,Function,5,,,,,,,,,
F33,Distance from open Water to upland,<1 m.,0,PR,WidthWet4,Function,5,,,,,,,,,
F33,Distance from open Water to upland,1 - 9 m.,1,PR,WidthWet4,Function,5,,,,,,,,,
F33,Distance from open Water to upland,10 - 29 m.,2,PR,WidthWet4,Function,5,,,,,,,,,
F33,Distance from open Water to upland,30 - 49 m.,3,PR,WidthWet4,Function,5,,,,,,,,,
F33,Distance from open Water to upland,50 - 100 m.,5,PR,WidthWet4,Function,5,,,,,,,,,
F33,Distance from open Water to upland,"> 100 m, or open water is absent at that time.",7,PR,WidthWet4,Function,5,,,,,,,,,
F35,Interspersion of inundated Vegetationand Open water,"Scattered. More than 30% of the inundated vegetation forms small islands or corridors surrounded by water, or more than 30% of the open water is in patches scattered widely amidst the vegetation.",3,PR,Interspers4,Function,5,,,,,,,,,
F35,Interspersion of inundated Vegetationand Open water,Intermediate.,2,PR,Interspers4,Function,5,,,,,,,,,
F35,Interspersion of inundated Vegetationand Open water,Clumped. More than 70% of the inundated vegetation is in rings surrounding open water or is clumped at one or a few sides of the open water areas.,0,PR,Interspers4,Function,5,,,,,,,,,
F35,Interspersion of inundated Vegetationand Open water,"Uniform. There is almost no open water, or almost no vegetation.",0,PR,Interspers4,Function,5,,,,,,,,,
F40,Channel Connection and Outflow Duration,"Perennial (surface water flows out during the entire growing season, most years).",1,PR,OutDura4,Function,5,,,,,,,,,
F40,Channel Connection and Outflow Duration,"Seasonal (surface water flows out for >3 consecutive weeks but not for the entire growing season, most years).",2,PR,OutDura4,Function,5,,,,,,,,,
F40,Channel Connection and Outflow Duration,"Temporary (surface water flows out for <3 consecutive weeks, most years)",3,PR,OutDura4,Function,5,,,,,,,,,
F40,Channel Connection and Outflow Duration,"None -- but maps show a stream network downslope from the AA and within a distance that is less than the AA's longest dimension. Enter ""1"" and SKIP to F45 (pH Measure).",6,PR,OutDura4,Function,5,,,,,,,,,
F40,Channel Connection and Outflow Duration,"No surface water flows out of the wetland except possibly during extreme events (<once per 10 years). Or, water flows only into a wetland, ditch, or lake that lacks an outlet. . Enter ""1"" and SKIP to F45 (pH Measure).",6,PR,OutDura4,Function,5,,,,,,,,,
F41,Outflow Confinement and Artificial Drainage,"is exported more slowly because a substantial volume must pass through a pipe, culvert, narrowly breached dike, berm, beaver dam, or other partial obstruction (other than natural topography) that does not appear to drain the wetland artificially during most of the growing season.",3,PR,Constric4,Function,5,,,,,,,,,
F41,Outflow Confinement and Artificial Drainage,Leaves through natural exits (channels or diffuse outflow) or is otherwise unaffected by artificial or temporary features.,2,PR,Constric4,Function,5,,,,,,,,,
F41,Outflow Confinement and Artificial Drainage,"Is exported more quickly than usual due to ditches or pipes within the AA or connected to its outlet, or within 30 ft of the AA's edge, which drain the wetland artificially, or water is pumped out of the AA.",0,PR,Constric4,Function,5,,,,,,,,,
F41,Outflow Confinement and Artificial Drainage,Unknown because wetland outlet could not be viewed or its type inferred.,?,PR,Constric4,Function,5,,,,,,,,,
F43,Throughflow Resistance,"Does not bump into many plant stems as it travels through the AA. Nearly all the water continues to travel in unvegetated (often incised) channels that have minimal contact with wetland vegetation, or through a zone of open water such as an instream pond or lake.",0,PR,ThruFlo4,Function,5,,,,,,,,,
F43,Throughflow Resistance,Bumps into herbaceous vegetation but mostly remains in fairly straight channels or flow paths.,3,PR,ThruFlo4,Function,5,,,,,,,,,
F43,Throughflow Resistance,Bumps into herbaceous vegetation and mostly spreads throughout.,6,PR,ThruFlo4,Function,5,,,,,,,,,
F43,Throughflow Resistance,Bumps into tree trunks and/or shrub stems but mostly remains in fairly direct flow paths.,4,PR,ThruFlo4,Function,5,,,,,,,,,
F43,Throughflow Resistance,"Bumps into tree trunks and/or shrub stems and follows a fairly indirect path from entrance to exit, largely spreading into wooded parts of the AA.",8,PR,ThruFlo4,Function,5,,,,,,,,,
F44,Internal Gradient,<2% or the AA has no surface water outlet (not even seasonally).,4,PR,Gradient4,Function,5,,,,,,,,,
F44,Internal Gradient,2-5%.,2,PR,Gradient4,Function,5,,,,,,,,,
F44,Internal Gradient,6-10%.,1,PR,Gradient4,Function,5,,,,,,,,,
F44,Internal Gradient,>10%.,0,PR,Gradient4,Function,5,,,,,,,,,
F45,pH Measurement,numeric or binary,numeric,PR,Acid4,Function,5,,,,,,,,,
s5,soil and sediment alteration within the Assessment Area,calculated score,calculated score,PR,SoilDisturb4,Function,5,,,,,,,,,
F18,Percent Always WITHOUT Surface Water,reponse,response,PR,NeverWater,Function,100,,,,,,,,,
OF6,Relative Elevation in Watershed,numeric ,1 - numeric,PR,Elev4v,Benefit,5,,,,,,,,,
OF27,Local Climate Moisture Deficit,numeric,Numeric,PR,Dryness4,Benefit,5,,,,,,,,,
OF30,Site Index,<6.3,0,PR,Sindex4v,Benefit,15,,,,,,,,,
OF30,Site Index,6.3 - 9.5,2,PR,Sindex4v,Benefit,15,,,,,,,,,
OF30,Site Index,9.6 - 13.3,3,PR,Sindex4v,Benefit,15,,,,,,,,,
OF30,Site Index,13.4 - 18.5,4,PR,Sindex4v,Benefit,15,,,,,,,,,
OF30,Site Index,>18.5,6,PR,Sindex4v,Benefit,15,,,,,,,,,
OF31 ,Topographic Position ,Toe slope,5,PR,TopoPos4v,Benefit,5,,,,,,,,,
OF31 ,Topographic Position ,lower slope ,4,PR,TopoPos4v,Benefit,5,,,,,,,,,
OF31 ,Topographic Position ,depressions,3,PR,TopoPos4v,Benefit,5,,,,,,,,,
OF31 ,Topographic Position ,mid slope,4,PR,TopoPos4v,Benefit,5,,,,,,,,,
OF31 ,Topographic Position ,upper slope,0,PR,TopoPos4v,Benefit,5,,,,,,,,,
OF31 ,Topographic Position ,crest,0,PR,TopoPos4v,Benefit,5,,,,,,,,,
OF31 ,Topographic Position ,flat,0,PR,TopoPos4v,Benefit,5,,,,,,,,,
OF32,Road Density Within AA's Buffer,< 0.12 km/km2 ,0,PR,RdDens4v,Benefit,5,,,,,,,,,
OF32,Road Density Within AA's Buffer,0.12 – 0.30 km/km2 ,2,PR,RdDens4v,Benefit,5,,,,,,,,,
OF32,Road Density Within AA's Buffer,> 0.30 km/km2 ,3,PR,RdDens4v,Benefit,5,,,,,,,,,
OF43,Disturbed Percentage in the WAU,<10%,0,PR,Disturb4,Benefit,5,,,,,,,,,
OF43,Disturbed Percentage in the WAU,10-20%,3,PR,Disturb4,Benefit,5,,,,,,,,,
OF43,Disturbed Percentage in the WAU,20-30%,4,PR,Disturb4,Benefit,5,,,,,,,,,
OF43,Disturbed Percentage in the WAU,30-40%,6,PR,Disturb4,Benefit,5,,,,,,,,,
OF43,Disturbed Percentage in the WAU,>40%,8,PR,Disturb4,Benefit,5,,,,,,,,,
OF44,Road Density in the WAU,<0.4 km/km2 ,0,PR,RdDensWAU4,Benefit,5,,,,,,,,,
OF44,Road Density in the WAU,0.4 – 1.2 km/km2 ,2,PR,RdDensWAU4,Benefit,5,,,,,,,,,
OF44,Road Density in the WAU,> 1.2 km/km2 ,3,PR,RdDensWAU4,Benefit,5,,,,,,,,,
,Tributary Channel or Floodplain,numeric,numeric,PR,Inflow4v,Benefit,5,,,,,,,,,
F46a,Conductivity,numeric,numeric,PR,Conductiv4,Benefit,15,,,,,,,,,
F46b,TDS,numeric,numeric,PR,TDS4,Benefit,15,,,,,,,,,
F49,Disturbance in Wetland Buffer,Binary (0/1),binary,PR,BuffAlt4,Benefit,5,,,,,,,,,
F50,Vegetated Buffer Along Perimeter ,<5%.,5,PR,PerimPctPer4,Benefit,5,,,,,,,,,
F50,Vegetated Buffer Along Perimeter ,5 to <30%.,4,PR,PerimPctPer4,Benefit,5,,,,,,,,,
F50,Vegetated Buffer Along Perimeter ,30 to <60%.,3,PR,PerimPctPer4,Benefit,5,,,,,,,,,
F50,Vegetated Buffer Along Perimeter ,60 to 90%.,2,PR,PerimPctPer4,Benefit,5,,,,,,,,,
F50,Vegetated Buffer Along Perimeter ,">90%, or all the area within 30 m of the AA edge is other wetlands. ",1,PR,PerimPctPer4,Benefit,5,,,,,,,,,
F51,Type of Cover in Buffer,"Impervious surface, e.g., paved road, parking lot, building, exposed rock.",3,PR,Imperv4v,Benefit,5,,,,,,,,,
F51,Type of Cover in Buffer,"Bare or nearly bare pervious surface (e.g., unpaved road, dike, burned area, landslide), annual vegetation, row crops, or lawn.",2,PR,Imperv4v,Benefit,5,,,,,,,,,
F51,Type of Cover in Buffer,Neither. All areas within 30 m (or 50 m - if AA >5 ha) of the wetland edge lack impervious and bare pervious surfaces. SKIP to F53.,0,PR,Imperv4v,Benefit,5,,,,,,,,,
F52,Buffer Slope,"<1% (flat -- almost no noticeable slope), all the area within 30 m of the AA edge is other wetlands, or none of the disturbed buffer drains into the AA.",0,PR,SlopeBuff4,Benefit,5,,,,,,,,,
F52,Buffer Slope,2-5%.,1,PR,SlopeBuff4,Benefit,5,,,,,,,,,
F52,Buffer Slope,5-30%.,2,PR,SlopeBuff4,Benefit,5,,,,,,,,,
F52,Buffer Slope,>30%.,3,PR,SlopeBuff4,Benefit,5,,,,,,,,,
S2,Accelerated inputs of Nutrients,calculated score,numeric,PR,NutriLoad4,Benefit,15,,,,,,,,,
OF28,Degree Days Index,numeric,numeric,NR,_GDD5,Function,10,,,,,,,,,
F1,Vegetation Height and Form Diversity ,coniferous (including tamarack) taller than 3 meters.,4,NR,WoodyPct5,Function,10,,,,,,,,,
F1,Vegetation Height and Form Diversity ,deciduous taller than 3 m,5,NR,WoodyPct5,Function,10,,,,,,,,,
F1,Vegetation Height and Form Diversity ,"coniferous or evergreen 1-3 m tall (e.g., stunted black spruce)",3,NR,WoodyPct5,Function,10,,,,,,,,,
F1,Vegetation Height and Form Diversity ,deciduous 1-3 m tall ,2,NR,WoodyPct5,Function,10,,,,,,,,,
F1,Vegetation Height and Form Diversity ,"coniferous or evergreen <1 m tall (e.g., many ericaceous shrub species)",1,NR,WoodyPct5,Function,10,,,,,,,,,
F1,Vegetation Height and Form Diversity ,"deciduous <1 m tall (e.g., deciduous tree seedlings) ",1,NR,WoodyPct5,Function,10,,,,,,,,,
F10,Dense Moss Extent,<5% of the vegetated part of the AA. ,4,NR,Moss5,Function,5,,,,,,,,,
F10,Dense Moss Extent,5-25% of the vegetated part of the AA.,3,NR,Moss5,Function,5,,,,,,,,,
F10,Dense Moss Extent,25-50% of the vegetated part of the AA.,2,NR,Moss5,Function,5,,,,,,,,,
F10,Dense Moss Extent,50-95% of the vegetated part of the AA.,1,NR,Moss5,Function,5,,,,,,,,,
F10,Dense Moss Extent,>95% of the vegetated part of the AA.,0,NR,Moss5,Function,5,,,,,,,,,
F15,Percent Bare Ground,"Little or no (<5%) bare ground is visible between erect stems or under canopy anywhere in the vegetated AA. Ground is extensively blanketed by dense thatch, moss, lichens, graminoids with great stem densities, or plants with ground-hugging foliage. ",3,NR,Gcover5,Function,5,,,,,,,,,
F15,Percent Bare Ground,"Ground that is more than 5% bare between erect stems or under canopy is visible in places, but those areas comprise < 5% of the unflooded parts of the AA.",2,NR,Gcover5,Function,5,,,,,,,,,
F15,Percent Bare Ground,Ground that is more than 5% bare between erect stems or under canopy comprises > 5% of the unflooded parts of the AA.,0,NR,Gcover5,Function,5,,,,,,,,,
F15,Percent Bare Ground,Other conditions.,?,NR,Gcover5,Function,5,,,,,,,,,
F16,Soil SurfaceTexture,"Loamy: soils that may contain a little fine grit and do not make a ""ribbon"" longer than 2 cm when moistened, rolled, squeezed, and extended between thumb and forefinger.",2,NR,SoilTex5,Function,5,,,,,,,,,
F16,Soil SurfaceTexture,"Fines: includes silt, clay, silt, soils that make a ribbon longer than 2 cm when moistened, rolled, squeezed, and extended between thumb and forefinger.",3,NR,SoilTex5,Function,5,,,,,,,,,
F16,Soil SurfaceTexture,"Peat, to 40 cm depth or greater.",5,NR,SoilTex5,Function,5,,,,,,,,,
F16,Soil SurfaceTexture,Peat or decomposed organic <40 cm deep. ,5,NR,SoilTex5,Function,5,,,,,,,,,
F16,Soil SurfaceTexture,"Coarse: includes sand, loamy sand, gravel, cobble, soils that do not make a ribbon when moistened, rolled, squeezed, and extended between thumb and forefinger.",0,NR,SoilTex5,Function,5,,,,,,,,,
F20,Percent flooded only seasonally ,"None, or <0.01 hectare and <1% of the AA. ",0,NR,SeasPct5,Function,5,,,,,,,,,
F20,Percent flooded only seasonally ,"1 to < 20% of the AA, or <1% but >0.01 hectare",1,NR,SeasPct5,Function,5,,,,,,,,,
F20,Percent flooded only seasonally ,20 to <50% of the AA.,2,NR,SeasPct5,Function,5,,,,,,,,,
F20,Percent flooded only seasonally ,50 to 95% of the AA.,4,NR,SeasPct5,Function,5,,,,,,,,,
F20,Percent flooded only seasonally ,>95% of the AA. ,3,NR,SeasPct5,Function,5,,,,,,,,,
F21,Percent Persistent Surface water,"None, and the entire AA lacks surface water during most years (except for a few hours after storms, brief river flooding, or snowmelt).  ",0,NR,PermW5,Function,5,,,,,,,,,
F21,Percent Persistent Surface water,"None, but parts of the AA have surface water for >3 consecutive weeks during most years. ",2,NR,PermW5,Function,5,,,,,,,,,
F21,Percent Persistent Surface water,1-20% of the AA still contains surface water during driest times of a normal year.,3,NR,PermW5,Function,5,,,,,,,,,
F21,Percent Persistent Surface water,20-50% of the AA still contains surface water during driest times of a normal year.,4,NR,PermW5,Function,5,,,,,,,,,
F21,Percent Persistent Surface water,50-95% of the AA still contains surface water during driest times of a normal year.,4,NR,PermW5,Function,5,,,,,,,,,
F21,Percent Persistent Surface water,>95% of the AA. True for many fringe wetlands.,4,NR,PermW5,Function,5,,,,,,,,,
F25,Surface Water Fluctuation Range ,<10 cm change (stable or nearly so).,0,NR,Fluctu1,Function,5,,,,,,,,,
F25,Surface Water Fluctuation Range ,10 cm - 50 cm change.,2,NR,Fluctu1,Function,5,,,,,,,,,
F25,Surface Water Fluctuation Range ,0.5 - 1 m change.,3,NR,Fluctu1,Function,5,,,,,,,,,
F25,Surface Water Fluctuation Range ,1-2 m change.,4,NR,Fluctu1,Function,5,,,,,,,,,
F25,Surface Water Fluctuation Range ,>2 m change.,5,NR,Fluctu1,Function,5,,,,,,,,,
F27,Ponded Water,"<1% of the water.  Nearly all the surface water is flowing when it is present.  Enter ""1"" and SKIP to F29 (Open Water Extent)",0,NR,PondPct1,Function,5,,,,,,,,,
F27,Ponded Water,1-4% of the water. Most of the surface water is flowing when it is present. ,1,NR,PondPct1,Function,5,,,,,,,,,
F27,Ponded Water,5-30% of the water. Most of the surface water is flowing when it is present. ,2,NR,PondPct1,Function,5,,,,,,,,,
F27,Ponded Water,30-70% of the water. Most of the surface water is ponded when it is present.,3,NR,PondPct1,Function,5,,,,,,,,,
F27,Ponded Water,70-95% of the water. Most of the surface water is ponded when it is present.,4,NR,PondPct1,Function,5,,,,,,,,,
F27,Ponded Water,>95% of the water. Nearly all of the surface water is ponded when it is present. ,6,NR,PondPct1,Function,5,,,,,,,,,
F33,Distance from open Water to upland,<1 m.,0,NR,WidthWet5,Function,5,,,,,,,,,
F33,Distance from open Water to upland,1 - 9 m.,1,NR,WidthWet5,Function,5,,,,,,,,,
F33,Distance from open Water to upland,10 - 29 m.,2,NR,WidthWet5,Function,5,,,,,,,,,
F33,Distance from open Water to upland,30 - 49 m.,3,NR,WidthWet5,Function,5,,,,,,,,,
F33,Distance from open Water to upland,50 - 100 m.,5,NR,WidthWet5,Function,5,,,,,,,,,
F33,Distance from open Water to upland,"> 100 m, or open water is absent at that time.",7,NR,WidthWet5,Function,5,,,,,,,,,
F35,Interspersion of inundated Vegetationand Open water,"Scattered. More than 30% of the inundated vegetation forms small islands or corridors surrounded by water, or more than 30% of the open water is in patches scattered widely amidst the vegetation.",3,NR,WaterMixWet5,Function,5,,,,,,,,,
F35,Interspersion of inundated Vegetationand Open water,Intermediate.,2,NR,WaterMixWet5,Function,5,,,,,,,,,
F35,Interspersion of inundated Vegetationand Open water,Clumped. More than 70% of the inundated vegetation is in rings surrounding open water or is clumped at one or a few sides of the open water areas.,0,NR,WaterMixWet5,Function,5,,,,,,,,,
F35,Interspersion of inundated Vegetationand Open water,"Uniform. There is almost no open water, or almost no vegetation.",0,NR,WaterMixWet5,Function,5,,,,,,,,,
F40,Channel Connection and Outflow Duration,"Perennial (surface water flows out during the entire growing season, most years).",1,NR,OutDura5,Function,5,,,,,,,,,
F40,Channel Connection and Outflow Duration,"Seasonal (surface water flows out for >3 consecutive weeks but not for the entire growing season, most years).",2,NR,OutDura5,Function,5,,,,,,,,,
F40,Channel Connection and Outflow Duration,"Temporary (surface water flows out for <3 consecutive weeks, most years)",3,NR,OutDura5,Function,5,,,,,,,,,
F40,Channel Connection and Outflow Duration,"None -- but maps show a stream network downslope from the AA and within a distance that is less than the AA's longest dimension. Enter ""1"" and SKIP to F45 (pH Measure).",6,NR,OutDura5,Function,5,,,,,,,,,
F40,Channel Connection and Outflow Duration,"No surface water flows out of the wetland except possibly during extreme events (<once per 10 years). Or, water flows only into a wetland, ditch, or lake that lacks an outlet. . Enter ""1"" and SKIP to F45 (pH Measure).",6,NR,OutDura5,Function,5,,,,,,,,,
F41,Outflow Confinement and Artificial Drainage,"is exported more slowly because a substantial volume must pass through a pipe, culvert, narrowly breached dike, berm, beaver dam, or other partial obstruction (other than natural topography) that does not appear to drain the wetland artificially during most of the growing season.",3,NR,Constric5,Function,5,,,,,,,,,
F41,Outflow Confinement and Artificial Drainage,Leaves through natural exits (channels or diffuse outflow) or is otherwise unaffected by artificial or temporary features.,2,NR,Constric5,Function,5,,,,,,,,,
F41,Outflow Confinement and Artificial Drainage,"Is exported more quickly than usual due to ditches or pipes within the AA or connected to its outlet, or within 30 ft of the AA's edge, which drain the wetland artificially, or water is pumped out of the AA.",0,NR,Constric5,Function,5,,,,,,,,,
F41,Outflow Confinement and Artificial Drainage,Unknown because wetland outlet could not be viewed or its type inferred.,?,NR,Constric5,Function,5,,,,,,,,,
F43,Throughflow Resistance,"Does not bump into many plant stems as it travels through the AA. Nearly all the water continues to travel in unvegetated (often incised) channels that have minimal contact with wetland vegetation, or through a zone of open water such as an instream pond or lake.",0,NR,Thruflo5,Function,5,,,,,,,,,
F43,Throughflow Resistance,Bumps into herbaceous vegetation but mostly remains in fairly straight channels or flow paths.,3,NR,Thruflo5,Function,5,,,,,,,,,
F43,Throughflow Resistance,Bumps into herbaceous vegetation and mostly spreads throughout.,6,NR,Thruflo5,Function,5,,,,,,,,,
F43,Throughflow Resistance,Bumps into tree trunks and/or shrub stems but mostly remains in fairly direct flow paths.,4,NR,Thruflo5,Function,5,,,,,,,,,
F43,Throughflow Resistance,"Bumps into tree trunks and/or shrub stems and follows a fairly indirect path from entrance to exit, largely spreading into wooded parts of the AA.",8,NR,Thruflo5,Function,5,,,,,,,,,
F44,Internal Gradient,<2% or the AA has no surface water outlet (not even seasonally).,4,NR,Gradient5,Function,5,,,,,,,,,
F44,Internal Gradient,2-5%.,2,NR,Gradient5,Function,5,,,,,,,,,
F44,Internal Gradient,6-10%.,1,NR,Gradient5,Function,5,,,,,,,,,
F44,Internal Gradient,>10%.,0,NR,Gradient5,Function,5,,,,,,,,,
F45,pH Measurement,numeric or binary,numeric,NR,Acid5,Function,5,,,,,,,,,
s5,soil and sediment alteration within the Assessment Area,calculated score,calculated score,NR,SoilDisturb5,Function,5,,,,,,,,,
F47,Groundwater Input Probability,"Springs are known to be present within the AA; or most of the AA was excavated below the usual water table level; or iron floc is extensive, or thermal and chemical properties of water strongly suggest substantial groundwater input.",3,NR,Groundw5,Function,10,,,,,,,,,
F47,Groundwater Input Probability,"Most of the AA has a slope of >5%, or is very close to the base of a natural slope longer than the maximum dimension of the AA and much steeper than the slope of the AA, OR, if measured, surface water has pH >6.5 and conductivity of >300 µS/cm or TDS of >200 mg/L (ppm). Moss cover, if any, not dominated by Sphagnum. And not a hot spring. Common plants may include ones associated with fen wetlands, e.g., Menyanthes, Potentilla palustris, Equisetum fluviatile.",2,NR,Groundw5,Function,10,,,,,,,,,
F47,Groundwater Input Probability,"Neither of above is true, although groundwater may discharge to or flow through the AA. Or groundwater influx is unknown.",0,NR,Groundw5,Function,10,,,,,,,,,
F40,Channel Connection and Outflow Duration,"Perennial (surface water flows out during the entire growing season, most years).",,NR,NoOutlet,Function,100,,,,,,,,,
F40,Channel Connection and Outflow Duration,"Seasonal (surface water flows out for >3 consecutive weeks but not for the entire growing season, most years).",,NR,NoOutlet,Function,100,,,,,,,,,
F40,Channel Connection and Outflow Duration,"Temporary (surface water flows out for <3 consecutive weeks, most years)",,NR,NoOutlet,Function,100,,,,,,,,,
F40,Channel Connection and Outflow Duration,"None -- but maps show a stream network downslope from the AA and within a distance that is less than the AA's longest dimension. Enter ""1"" and SKIP to F45 (pH Measure).",,NR,NoOutlet,Function,100,,,,,,,,,
F40,Channel Connection and Outflow Duration,"No surface water flows out of the wetland except possibly during extreme events (<once per 10 years). Or, water flows only into a wetland, ditch, or lake that lacks an outlet. . Enter ""1"" and SKIP to F45 (pH Measure).",,NR,NoOutlet,Function,100,,,,,,,,,
F18,Percent Always WITHOUT Surface Water,reponse,response,NR,NeverWater,Function,100,,,,,,,,,
F14,N Fixers,<1% or none.,0,NR,Nfix5,Benefit,30,,,,,,,,,
F14,N Fixers,"1-25% of the vegetated cover, in the AA or along its water edge (whichever has more).",2,NR,Nfix5,Benefit,30,,,,,,,,,
F14,N Fixers,"25-50% of the vegetated cover, in the AA or along its water edge (whichever has more).",3,NR,Nfix5,Benefit,30,,,,,,,,,
F14,N Fixers,"50-75% of the vegetated cover, in the AA or along its water edge (whichever has more).",4,NR,Nfix5,Benefit,30,,,,,,,,,
F14,N Fixers,">75% of the vegetated cover, in the AA or along its water edge (whichever has more).",5,NR,Nfix5,Benefit,30,,,,,,,,,
F54,Domestic Well Proximity ,Within 0-30 m of the AA.,6,NR,Wells5v,Benefit,100,,,,,,,,,
F54,Domestic Well Proximity ,30 - 150 m away and both the wells and the AA are in an alluvial floodplain landscape.,5,NR,Wells5v,Benefit,100,,,,,,,,,
F54,Domestic Well Proximity ,30 - 150 m away and not in an alluvial floodplain landscape.,4,NR,Wells5v,Benefit,100,,,,,,,,,
F54,Domestic Well Proximity ,150 - 1500 m away and both the wells and the AA are in an alluvial floodplain landscape.,3,NR,Wells5v,Benefit,100,,,,,,,,,
F54,Domestic Well Proximity ,150  - 1500 m away and not in an alluvial floodplain landscape.,2,NR,Wells5v,Benefit,100,,,,,,,,,
F54,Domestic Well Proximity ,"> 1500 m away, or no information.",0,NR,Wells5v,Benefit,100,,,,,,,,,
z,Score for PR,numeric,numeric,NR,Pval5,Benefit,100,,,,,,,,,
OF21,Wetland and Lakes within 2km,<0.02 (2%),0,AM,WetPct2k,Function,3,,,,,,,,,
OF21,Wetland and Lakes within 2km,0.02 - 0.07,2,AM,WetPct2k,Function,3,,,,,,,,,
OF21,Wetland and Lakes within 2km,0.08 - 0.17,3,AM,WetPct2k,Function,3,,,,,,,,,
OF21,Wetland and Lakes within 2km,0.18 - 0.34,4,AM,WetPct2k,Function,3,,,,,,,,,
OF21,Wetland and Lakes within 2km,>0.34,6,AM,WetPct2k,Function,3,,,,,,,,,
OF22,Fish Occurrence,"Chinook (wild, not stocked) are present in AA (enter ""3""), or in connected parts of same watershed within 5 km (enter ""2""), or in other connected parts of the same watershed (enter ""1"").",0,AM,FishAcc11,Function,3,,,,,,,,,
OF22,Fish Occurrence,"Chum  (wild, not stocked) are present in AA (enter ""3""), or in connected parts of same watershed within 5 km (enter ""2""), or in other connected parts of the same watershed (enter ""1"").",0,AM,FishAcc11,Function,3,,,,,,,,,
